,dates,NEE_uStar_f,LH_f,VPD_orig,Tower_T,2DWindspeed,NetRadi,H2,O18,C13
553,2019-03-08,0.2486514801419081,5.536677452828106,0.27606661573669306,0.03854374999999999,0.9345649280903948,55.27020833333333,,,-27.8944394756931
554,2019-03-09,0.38845264641289456,12.713858270395361,0.6458550441332772,-0.1526458333333333,1.5962667674566786,108.08770833333335,,,
555,2019-03-10,0.20109220053279708,17.371889414692905,1.5432520601723139,-0.8448208333333335,2.717517440953104,108.73708333333332,,,
556,2019-03-11,-0.24981936640768154,15.562134344434655,1.8869865432275532,-0.6404125000000004,1.4753584831264128,82.48249999999997,,,
557,2019-03-12,0.8635393308435174,13.382276392815761,1.053154201020087,2.26078125,2.3052371802609986,98.871875,,,
558,2019-03-13,-0.03119639035498299,12.670723795312194,1.2970881267344023,2.6841604166666673,1.5136651165776556,157.97416666666666,,,-27.4758860764503
559,2019-03-14,-0.2457278257339276,10.827824540918082,1.9250833984826574,2.8628104166666666,1.432873551128602,93.61395833333334,,,
560,2019-03-15,0.1045980841707262,13.310306525006617,2.9307387805096643,4.405925,1.5996347586239006,114.270625,,,-28.2601252009793
561,2019-03-16,0.2811638605606062,15.081920895621922,2.8791075989701453,3.9267270833333328,1.584649309047023,84.94770833333332,,,
562,2019-03-17,0.12445567662813282,19.812937139283225,3.286001564236851,4.801033333333334,1.8763834561457393,115.67291666666667,,,
563,2019-03-18,-0.7457717874574176,23.43339546168433,3.7372197053094496,5.979995833333334,3.315496736339107,110.24958333333332,,,
564,2019-03-19,-0.20093735191964415,21.30232555136973,4.956419134899664,8.44291875,,99.09562499999998,,,
565,2019-03-20,-0.716606091333564,31.222825691739683,5.178510189816485,8.327854166666667,2.662031899071663,108.97249999999998,,,
566,2019-03-21,-0.6110601816874005,12.422705734149508,3.907257175776231,7.2021749999999995,1.5762317586660153,84.47687499999999,,,
567,2019-03-22,-0.5296063379847232,22.664683092852652,2.7858191185679537,6.96015,1.479154380870902,78.003125,,,
568,2019-03-23,-0.2970422325831238,19.396441569302922,1.3503952127657517,5.795475000000001,1.2560636292621705,104.03104166666668,,,
569,2019-03-24,-1.3607876918645758,21.17558205862906,2.32316065720086,5.907718750000001,1.307813577525713,75.66958333333334,,,
570,2019-03-25,0.6433971757450995,14.162998173152515,1.9425093736474432,4.943920833333333,1.1975326482494753,11.090208333333342,,,
571,2019-03-26,-0.7915065223832087,33.247021343459735,2.073629457950588,5.385329166666666,1.5153150966332234,183.29937500000003,,,
572,2019-03-27,0.1957147160963677,13.692246357302905,2.4909312532387102,4.864010416666666,1.6012340221233299,6.153333333333346,,,
573,2019-03-28,-1.4435802150743753,30.496936012814416,1.582679133559134,4.018608333333334,1.761888546977534,199.04239130434783,,,
574,2019-03-29,-0.7031143977662789,25.45134201428174,2.7156120115346454,6.083372916666665,1.2925884973376514,80.3741666666667,,,
575,2019-03-30,-1.4819251938519917,42.58194377678932,3.407607504912347,6.824581249999999,1.7620402582953218,143.7527083333333,,,
576,2019-03-31,-1.1361631358842974,50.56370582341606,5.25940519447001,8.365458333333336,1.4425550742843987,117.37250000000002,,,
577,2019-04-01,-0.43428662947676777,39.39679466021017,5.476719916753414,9.644139583333333,1.7696303059635925,81.25583333333334,,,
578,2019-04-02,-0.159880383613858,34.15615491774209,5.7177389751690635,10.537202083333334,1.6577610258380868,64.58041666666668,,,
579,2019-04-03,-0.6846740015463908,18.36196284257175,1.608471527620486,8.601933333333331,1.922038866952588,94.57708333333335,,,
580,2019-04-04,-1.4891219445685095,20.269040144150036,2.0549932444423162,6.926795833333332,1.1357338206647547,85.16520833333333,,,
581,2019-04-05,-1.9052641304034381,15.584132150877208,1.049889449772247,7.717268749999999,1.5436988060596288,59.36145833333333,,,
582,2019-04-06,-2.15438361472548,17.93454730425476,0.9951566536977148,5.477677083333333,1.500330574161741,106.86979166666669,,,
583,2019-04-07,-1.613973153248181,13.416580496678165,0.721453427525419,5.970341666666666,2.4971018431761247,50.24729166666668,,,
584,2019-04-08,-0.867536799203135,12.116547839359107,0.29019178873534107,6.39481875,,48.049791666666664,,,
585,2019-04-09,-1.7476886635419915,22.403093963777177,1.1157147330944428,7.3447395833333315,3.1762583038349113,145.42270833333333,,,
586,2019-04-10,-2.272105995318231,20.786837859431248,1.3356852874667047,5.970781249999998,1.8369392089503007,104.30062500000001,,,
587,2019-04-11,-2.2177061360563672,18.63790366854893,1.1091392822413042,7.004358333333332,1.8576095238945292,118.93020833333333,,,
588,2019-04-12,-3.3984315615372354,30.30124404152942,1.5116535200493613,7.7290729166666665,1.3798555325809994,192.7402083333333,,,
589,2019-04-13,-1.7663721693099597,14.836563316299314,1.5376106143038355,7.000279166666668,1.5764366118581614,44.12041666666668,,,
590,2019-04-14,-2.6655366202588198,22.45210331615854,2.0357557801973467,5.259872916666668,2.4452016893254993,87.20604166666668,,,
591,2019-04-15,-3.261615226845653,27.360590384368674,1.8824642958116773,4.4047229166666675,1.3788551893008159,157.68395833333332,,,
592,2019-04-16,-2.536201041429914,23.434559550242472,1.3717698536513045,7.065316666666665,1.0375818325108248,112.80895833333335,,,
593,2019-04-17,-1.9555356565377988,33.71786368558917,2.108132231168669,8.796581250000001,1.347081222069976,143.85625000000002,,,
594,2019-04-18,-3.50461169174547,56.582875329729056,5.290097105092291,11.184516666666669,1.5950173945086146,159.985625,,,
595,2019-04-19,-1.336193118556607,41.73736507251087,5.060934688367404,14.166368749999997,1.8546367103995085,98.00562500000001,,,
596,2019-04-20,-2.738060139866196,56.5515025793425,3.024209201746205,11.189393749999995,1.7657792899447926,228.31374999999994,,,
597,2019-04-21,-3.3809461559563974,59.7306201487178,3.926761793109186,9.186302083333333,2.2367477491612613,180.38630434782607,,,
598,2019-04-22,-3.862939868691258,48.95304096722908,4.518534921787982,9.428229166666666,1.7501903132019934,133.60541666666668,,,
599,2019-04-23,-1.7806158644903551,33.41979336250001,2.9216751201470115,11.701262499999999,1.872165640808718,105.81458333333336,,,
600,2019-04-24,-2.4643280296688057,55.41929668622762,4.85710290667285,10.355402083333333,2.195240451860623,181.73249999999996,,,
601,2019-04-25,-3.247300700604466,67.00659135534562,7.339847954843059,11.171972916666668,2.127343925379782,150.21500000000003,-94.788033878727,,
602,2019-04-26,-2.5455898656161726,67.64794437847222,8.712887241021107,13.227643749999999,2.256206772684901,185.01666666666668,-97.9163244875662,,-27.8640569578188
603,2019-04-27,-2.600813555734127,36.90955003055331,4.64290836035486,8.330652083333334,2.8238708773269496,88.02416666666666,,,-30.810631130539
604,2019-04-28,-4.198199604055005,53.51042085434266,4.848306565316328,6.055585416666665,2.0532666544969227,172.24166666666667,,,
605,2019-04-29,-3.337686719354283,58.93233215814481,7.157021876440307,8.653862499999999,2.5456978582544494,186.57916666666668,,,
606,2019-04-30,-2.0355398312680264,45.88140111504628,7.907184070797338,9.573879166666664,1.9165482781785783,144.73687500000003,,,-29.2076334448917
607,2019-05-01,-2.846276443484127,47.34005126151788,8.48912591239016,9.467179166666666,2.099674975378268,221.5067441860465,-152.277441817147,,-29.2500260548315
608,2019-05-02,-3.9238171938011384,40.4613439095139,6.188907202567578,9.076595833333334,2.7820011564997453,161.78127659574466,,,-29.0054815217015
609,2019-05-03,-2.6966689113704514,41.62799473357644,5.955780260310507,10.303291666666665,2.206311234648251,181.35020833333337,,,-30.0291957760702
610,2019-05-04,-1.5217451049824458,46.54752469687503,6.926762196398838,12.681268750000001,1.8797742745155819,188.98833333333337,-95.4158661866848,,-29.6443800478951
611,2019-05-05,-1.875089927928512,52.75974880631721,8.055164929563587,14.979858139534882,2.301642073213232,210.56093023255812,-90.0716772183202,,
612,2019-05-06,-1.000979286359627,47.423295290243495,10.375966584115922,15.903387500000003,1.9477566150147545,177.53354166666668,,,
613,2019-05-07,-0.8662505417230194,46.01727493245429,11.605629079891061,17.444693750000003,2.3954541839775785,197.12145833333338,-97.540300687477,,
614,2019-05-08,-2.2011851406209666,40.3692426003527,9.356539457211502,16.01721458333333,1.9735703735019217,179.11520833333336,,,
615,2019-05-09,-0.13279295047996417,49.02364487064394,13.20832371574303,18.516991666666662,2.172297297554627,191.63187499999995,,,-27.3608118933817
616,2019-05-10,-0.25322920819064443,62.75839592784721,15.642527545120894,17.75716875,1.8954600830033383,202.06478260869565,,,-28.0809829316054
617,2019-05-11,-0.06255989820815062,60.628580016071446,16.899273826435508,19.285927083333338,2.0457374357679914,220.0993181818182,-109.724582020154,,-28.228122128817
618,2019-05-12,0.4890843868087075,36.51295051708755,12.20224759447511,17.776631250000005,1.9758487747080629,204.49239130434785,-100.865562826303,,-28.6735796768154
619,2019-05-13,-2.0010433241931165,36.33336917789454,9.27196230329201,14.609797916666663,1.9552814668923206,175.21510638297875,,,
620,2019-05-14,-3.185104195864523,44.240661775828244,6.221817971743924,13.399297916666669,1.7624196166466646,92.17062499999999,,,-27.7141139180833
621,2019-05-15,-1.6195778546166617,17.490872176189452,1.6435983286288331,10.028433333333334,1.382780567896236,50.80645833333333,,,-29.5819022355341
622,2019-05-16,-0.34031641881016167,21.290645074373387,0.7675108976917357,11.596541666666669,1.441357759586977,75.07270833333334,-125.676527672574,-12.6794736095719,-28.6346315370689
623,2019-05-17,-1.349281726578245,27.938677797330115,2.7211362500240193,10.663575,2.1414025075872662,129.3216666666667,,,
624,2019-05-18,-1.9930324855979256,36.6910639452119,4.243283493708339,11.024716666666665,1.4215209394409933,174.4710416666667,,,
625,2019-05-19,-2.4531210976789866,39.81358091662779,2.736993240777194,11.137095833333333,1.289424807767743,149.59291666666667,-158.730033232421,-18.3207972393236,
626,2019-05-20,-0.5945193388423451,24.21559268184735,1.3171496296057212,10.260872916666667,,71.13875,,,-27.4901792027095
627,2019-05-21,-2.489100847724164,35.01970263541667,2.1971329067378407,8.976700000000001,0.9027929708851884,120.97645833333335,-137.667477129051,,-29.1882434863547
628,2019-05-22,-1.3489681469143406,43.43852899243552,2.565293155838716,11.724560416666664,1.393772044254501,187.7102083333333,-132.677119381166,,-29.3080145006555
629,2019-05-23,-0.6754707296501751,39.93159964478874,2.920085585828657,13.21434166666667,1.4698869080640742,206.2057446808511,,-16.0055709085949,
630,2019-05-24,-1.215081209643027,46.93200441581405,5.507410359602613,14.119143749999994,2.3020271622145345,117.44875,-152.011605370812,,-27.6426482565002
631,2019-05-25,-1.4612359831999022,27.872053603547972,2.7231195690152976,9.287431250000003,1.537415547115219,50.89125000000001,-132.686571330919,,-28.5616509305421
632,2019-05-26,-1.6236106200603595,34.15971206882046,1.7423883104533084,10.250427083333333,1.1406798439873942,183.78979166666667,,,-30.1928207405819
633,2019-05-27,-2.9144319829949468,46.06839494997303,2.717750596045855,13.948437499999999,1.5205522333669161,175.62583333333336,,,-28.8420970489228
634,2019-05-28,-0.1688627167902161,35.61035877080235,4.123194828622993,14.482197916666658,2.2589316397454184,98.25416666666665,-170.940637146601,,-28.1546569924796
635,2019-05-29,-1.6939344512441339,56.815039787988106,5.150665027367362,14.925137499999996,1.6461419199502343,224.95187499999997,,,-28.4995217775882
636,2019-05-30,1.1741172099710788,58.636713979356074,6.895780938075661,17.423475,1.750686508869439,199.09562499999996,,,-28.3453654974998
637,2019-05-31,-1.3669223078724289,51.47043025992596,6.281428515634686,18.149829166666667,1.686907008732433,176.41250000000002,-81.6837804531628,,-28.1860777175131
638,2019-06-01,2.331945406788158,61.07651023958332,10.900314904807885,20.072708333333328,2.1477087571620244,227.17916666666667,-100.354101368108,,
639,2019-06-02,1.7639567395976503,53.37672618541666,10.125478531883735,19.21944791666667,2.0671653731088884,229.17583333333334,-96.2928150296533,,
640,2019-06-03,1.8757826636902102,58.18611193601774,9.909985804873694,16.807420833333342,2.7969974962054565,216.36395833333336,-90.1420667931704,,-28.6250637221268
641,2019-06-04,-1.097172298292365,37.68893002353922,10.284034483540774,15.625960416666665,2.1523644348218767,224.78937499999998,-84.5192704519548,,-27.9043459297963
642,2019-06-05,-0.5925168258525989,31.101216884390173,8.82581362957857,14.983762499999997,1.8118338634529128,68.03875,-64.6072840320123,,-28.2833770008664
643,2019-06-06,-2.6803459552551456,47.35896733218482,5.237542914590673,12.01649375,2.513209452575397,120.40854166666668,-95.3110962707925,,-28.8256023883207
644,2019-06-07,-1.770642326649013,58.84918812633605,1.890750308431775,8.370004166666666,2.3026138508147977,152.57458333333332,,,-29.9466326072294
645,2019-06-08,-3.6899177482308736,57.530413337488746,2.2536139855388,9.09556875,2.6702629881538975,171.06916666666666,,,-29.8245490725732
646,2019-06-09,-1.5596513977670308,56.40035323391066,8.304064577152479,13.986386363636363,1.5820673849442768,260.36190476190467,-96.0498062024114,,-30.0247112516297
647,2019-06-10,1.4030295733055465,69.45376168728448,14.03854904076507,19.256943749999994,1.9097287429173397,219.79645833333333,,,
648,2019-06-11,0.7387618221530619,66.90589606635663,16.213057039055474,22.015154166666665,2.7771747550255266,227.30437500000002,,,
649,2019-06-12,1.247875309066436,75.46570175114626,,24.324324999999998,2.0299306525148846,210.10500000000002,-79.2780150458967,,
650,2019-06-13,1.4036765380245424,73.97122610416669,,24.572160416666662,2.331853952984464,228.12395833333335,-103.003625652981,,-25.7244409364945
651,2019-06-14,-0.9261275557291672,49.605190311998456,8.122154052708503,16.497870833333334,3.2381843718862005,187.38604166666667,,,
652,2019-06-15,-1.475937672386908,62.61033872222223,7.1407506932292995,15.974772916666666,2.415176013905579,237.44583333333333,-87.4990619025272,,-29.2144516254237
653,2019-06-16,0.05253836127008355,50.34248105694445,9.42395593166531,18.76985625,2.4645960608339883,221.15499999999997,-83.5788479995076,,-28.8119068302726
654,2019-06-17,-0.9678833489834324,56.91110054458334,8.669330845490359,18.740954166666665,2.553793270013738,233.00208333333333,,,-29.5588664915632
655,2019-06-18,-0.31558506823003296,58.742234556089755,7.639138951970981,17.620443749999996,2.93978251477559,250.71145833333335,-141.215820916262,,-28.7418165111255
656,2019-06-19,-3.152818880844246,38.553417823958334,5.932495189980917,12.967708333333334,2.537312337371753,103.91458333333333,-70.681097160342,,-30.0978538009299
657,2019-06-20,-3.0216970815388735,30.97435662342438,4.881822492914144,,,,,,
658,2019-06-21,-3.9410341173744534,38.54373867291676,4.246729171328449,11.600258333333334,2.3737892226576323,115.0447916666667,,,
659,2019-06-22,-3.168952806699434,50.04813100423971,4.594736420104275,13.274177083333333,2.322065388418294,200.23708333333335,,,
660,2019-06-23,-3.2713086288895368,45.58372950703889,5.293212672525336,13.787758333333334,2.6640183266142565,174.7960416666667,,,
661,2019-06-24,-3.5042101608185443,53.794503625415196,5.820801105123965,12.715729166666668,2.3289417433226007,217.77104166666663,,,
662,2019-06-25,-2.74399335811214,42.91223159930556,7.214857458893118,14.579474999999995,2.002632412130622,176.729375,,,-26.3615366261791
663,2019-06-26,-2.6221201321946617,33.46906704236111,5.633664761707133,14.494768750000006,1.554962961058776,95.12770833333332,-118.985009744708,,
664,2019-06-27,-3.1362046079133195,40.654714536986525,1.5729564315609859,10.684118750000001,1.9534611463272813,115.74395833333334,,,
665,2019-06-28,-3.505665325709883,57.776494562499984,4.5016939979064095,12.468439583333335,1.273690927907626,180.56312499999999,,,-27.9498914621203
666,2019-06-29,-0.14858864131879534,56.56492650777118,8.864695216726634,15.451522916666669,1.5560216803689835,225.0460416666667,-103.417226250978,,-27.6810987514931
667,2019-06-30,-1.4881672473333998,62.62855511963684,11.422157453060805,18.520352083333332,1.6977077786117671,226.1616666666666,-91.4427165684029,,-28.1222636715313
668,2019-07-01,0.13219494095717102,55.139629368173864,10.824619958667045,,,,,,
669,2019-07-02,-1.2673128781739782,32.79617900218985,6.377029037936645,,,,,,
670,2019-07-03,-3.107275908917225,33.69724822531143,5.1247533398204235,,,,,,
671,2019-07-04,-3.209375812531455,54.68867071626985,5.644448846018034,15.575745833333334,1.9678741800565112,193.33437500000002,-102.535392448802,,
672,2019-07-05,-1.3036135373673015,54.188214522370934,7.104238543352047,17.32205625,1.9279458415182977,220.64666666666665,,,-24.7521115094957
673,2019-07-06,-1.4059184514854675,31.805847635730114,5.655939235784326,15.457714583333328,2.232156913656229,95.54541666666667,,,
674,2019-07-07,-2.8451937951421997,36.11002442906568,5.390072957384807,14.524660416666663,2.58031106660107,146.4991666666667,,,
675,2019-07-08,-2.127110253092167,58.94877762333894,5.951660028224463,15.488081249999999,1.8697525961886896,211.95979166666666,,,
676,2019-07-09,-2.150164628635269,54.52648730902777,7.474161019089813,17.044272916666674,1.4555937122317235,91.900625,,,
677,2019-07-10,-2.6180294878562473,51.70228170009619,4.041696461840165,16.897220833333332,1.3590329753142791,169.9552083333333,,,-26.0705198350139
678,2019-07-11,-0.2276794853847032,48.53703334489517,6.337703559803368,18.399533333333334,1.437464700178736,178.47625000000002,-80.9073290970179,,-26.0717960834888
679,2019-07-12,-1.2320893397907287,60.610293177414015,9.784559950376101,18.989710416666668,1.893670376579931,222.0625,,,-25.5454893028119
680,2019-07-13,2.2979308244449537,52.13780140064103,10.017280365333665,20.01107291666667,2.259432920505659,221.33083333333332,,,-25.9419437276659
681,2019-07-14,-0.5363182703404904,56.02000352689393,9.641665888410975,18.83798541666667,1.943535039935278,206.79437500000003,,,-25.9724487124042
682,2019-07-15,-1.1316024583911617,55.47210563750931,8.762228082413325,18.504170833333326,1.9245603692125863,146.54250000000002,-113.268966519952,,-25.8694388260125
683,2019-07-16,-0.884862682351052,50.026046727744706,4.573873019394749,17.974247916666663,1.7903424448798984,186.12895833333332,,,-25.6933500036957
684,2019-07-17,-1.2988085733961519,32.74346627083333,,17.533305882352945,2.2286581660555855,16.87264705882353,,,-26.3694255363968
685,2019-07-18,-3.0212479665656526,59.96973003100512,4.880476264016661,15.826725531914892,1.8245687577762844,200.8363043478261,-86.9577386613946,,-25.1882054903262
686,2019-07-19,-2.2395522206389926,64.67705486784554,7.505826201803624,14.655962500000003,,214.68395833333332,,,-26.4168296767292
687,2019-07-20,-0.515406817850452,63.126563171148014,11.1116203947807,16.44718125,,214.01666666666665,-78.0159399159393,,-25.8320106004996
688,2019-07-21,-1.2384192639267613,69.55122472067525,,21.025260416666672,,205.70562499999994,,,-26.4667958714435
689,2019-07-22,-0.2578180601862074,65.03228654591119,14.44794495369676,21.679241666666666,3.40378478772305,205.18458333333328,,,-26.1757294233701
690,2019-07-23,0.8912813166814112,64.505279546627,10.78016028287617,19.705664583333334,2.299495141088139,193.3870833333333,-96.0285008492607,,-26.858416766697
691,2019-07-24,-1.1287407294328708,51.90288295638226,9.484108695949423,17.323939583333335,2.265851621554242,209.59666666666666,-76.9171123930851,,-26.5611634820151
692,2019-07-25,-0.423404402948167,54.0030108413171,14.504694958717756,19.554656249999997,1.6549424099575372,204.4216666666667,-95.5797256570122,-10.163864956202,-26.4198910801876
693,2019-07-26,0.38668743263139715,51.2962483548777,,22.71343333333334,1.9945099831164503,205.53229166666665,,,
694,2019-07-27,0.20463007048728965,39.09265602777743,11.341232369715849,20.24266041666667,2.4767026657446407,116.40354166666667,,,
695,2019-07-28,-0.9495739324411808,48.08056809106525,9.578913485843492,17.51856666666667,1.7738850419249734,204.35479166666667,,,
696,2019-07-29,1.6273113884895993,57.672286800975485,10.673024080797767,19.59420208333334,1.9936534910933226,207.4260416666667,-80.1637673323249,,
697,2019-07-30,0.2675348210648154,57.54934007152777,8.864019267857877,18.297010416666662,2.1890875480903604,289.0927777777777,-87.3451721218413,,
698,2019-07-31,0.4471325071799865,27.84016115252977,10.36834639404638,18.79221489361702,1.9716345169917173,256.83307692307693,,,
699,2019-08-01,0.24628640241023705,44.29047203282107,12.742318385591053,20.45108125,1.8778288204350755,232.73068181818186,,,
700,2019-08-02,,34.21979064053706,10.933013652213312,20.874875000000003,2.098888539757378,104.28553191489362,,,
701,2019-08-03,-0.03483071580280398,40.15458227192287,10.501699044040455,19.761014583333328,1.5689936934151116,255.12400000000002,,,
702,2019-08-04,1.4836787497816804,45.503365380781965,,22.796831249999997,1.5479395023821647,276.21486486486486,-88.933849082385,,
703,2019-08-05,1.9733113135249774,46.25103695360789,16.904356904262304,24.146283333333344,1.6255297918589822,283.0525,-88.2321224050811,,
704,2019-08-06,1.8557548214566222,30.394717629074936,12.736705482075429,23.501335416666663,2.0500143026454816,262.8194871794871,,,
705,2019-08-07,0.40277691445082314,55.73940544945267,9.379130492419934,21.622818750000008,2.156998101114329,272.4405263157895,,,
706,2019-08-08,0.9310970575562189,41.68305941293651,6.331772622250099,19.06650625,2.495287611769927,79.09541666666668,-99.388292316123,,
707,2019-08-09,0.19085283627059202,49.05629604404937,7.025542252179018,18.186106249999998,1.919842595647494,176.4460416666667,-67.5489583727919,,
708,2019-08-10,-0.5817110304529955,42.53864315683234,4.9953508874728705,17.446735416666666,1.8862567282852918,143.8372916666667,,,
709,2019-08-11,-1.5115010639738742,34.43225590353094,6.260931611642363,16.828264583333326,2.3153251720902976,110.01041666666667,,,
710,2019-08-12,-1.3580139395674242,45.743109886636994,7.482462630628191,16.839333333333332,1.6832663964074701,189.28729166666668,,,
711,2019-08-13,0.8443465495160872,54.339506617193656,11.104566944469084,19.141049999999996,1.4039615951765747,180.14791666666667,-88.3809061892432,,
712,2019-08-14,1.2037476673856888,53.94407478937998,12.490460964599402,20.735766666666663,1.781501566863632,168.3587234042553,-70.5892301214635,,
713,2019-08-15,0.4942528633451618,55.81036844993208,8.80784904403005,19.713997916666667,2.1055672997620367,246.26871794871798,,,
714,2019-08-16,-0.5247860957614353,50.82751930105133,7.583328292661068,17.630456249999998,2.5996654682513247,226.02897435897435,-90.5642735840066,-11.5947000450402,
715,2019-08-17,-1.6831743841547675,35.318567454262585,5.989240429088208,16.134562500000005,2.298443797774092,95.19479166666667,,,
716,2019-08-18,-2.25395048627763,56.394482502214856,6.396640508736656,16.686285416666667,1.9480419588462998,191.98291666666663,,,
717,2019-08-19,-0.8154406734069357,57.04550748145211,8.43939411028925,18.35736875,1.7967465048248783,186.72872340425536,,,
718,2019-08-20,0.04638696006508954,53.542915829588196,11.828661400784396,19.795066666666667,1.7507136697764494,145.4244680851064,,,
719,2019-08-21,-0.8633428475341501,36.01994636854166,8.675279987138973,18.2590125,1.8443593566773402,89.57702702702706,,,
720,2019-08-22,-0.27179080538694483,49.22872450710785,3.1276456731942415,15.164256250000001,1.9188812707885672,178.12204545454546,,,
721,2019-08-23,-2.0778590036809677,48.79790522966271,6.97152268596733,16.07203958333334,1.6889050787268138,185.90454545454548,-90.781721506267,,
722,2019-08-24,-1.8902862299836274,41.813645539819696,10.187672554115416,19.41661041666666,2.074265402603074,161.67680851063835,-92.1540637402423,,
723,2019-08-25,-0.7524925154861503,44.030684023750695,8.274947583409276,17.86125833333334,2.428710487112682,174.8154166666667,,,
724,2019-08-26,0.9924311779254479,60.12409639635417,10.649499755173776,17.10525416666667,2.1904456732731687,213.96224999999998,,,
725,2019-08-27,2.2685730149805643,62.080824081492715,,21.1038,2.487225726432075,217.0679487179487,,,
726,2019-08-28,1.458782233353009,57.650552763824855,,23.317302083333335,1.6950687618216236,194.36853658536586,-94.9957176574514,,
727,2019-08-29,-0.9660166952987453,50.53153157215514,11.11492758858362,21.85357291666666,1.4607782765209996,102.76477272727271,-100.995077170058,,
728,2019-08-30,-0.7468177746315692,38.81617326591782,6.220513433911257,19.57787708333333,1.3465957035098837,129.944375,-125.045573420029,,
729,2019-08-31,1.2666734704669524,41.2154846948738,8.175795118127477,18.724006249999995,1.8349858915421888,184.29386363636365,,,
730,2019-09-01,0.7202839658877748,54.27856004245328,8.542627466285113,19.745074999999996,1.9007446650643711,141.02624999999998,-100.148950627258,,
731,2019-09-02,-0.9662087311342774,45.76265427689393,9.160593138337537,18.5364375,1.5811058901013981,211.52162162162165,-84.1694743030775,,
732,2019-09-03,0.788051675472187,31.909063697537874,9.835120107853541,19.391422916666667,1.648697826833352,229.79833333333332,,,
733,2019-09-04,-0.039379926944113935,52.74969699626067,9.723596458586018,19.047718749999998,1.4601701076282545,260.3354545454546,-84.2460896693147,,-26.6030258912091
734,2019-09-05,0.1223922164786253,54.466274176547635,12.013599714170025,20.153699999999997,1.8902281388941686,191.31142857142856,-78.6521911724963,,-26.1964893189755
735,2019-09-06,0.9615924275490465,52.371988610142544,13.75425803593226,22.25557291666667,1.5457368093135704,144.59083333333334,-56.8780972982063,,-26.5313213051245
736,2019-09-07,-0.9158273070303092,37.84816296666667,5.225709683019351,17.994937499999995,1.7862507695704812,104.6468085106383,-71.485155693495,,-27.0950017637985
737,2019-09-08,0.10212969880267442,31.840798247868666,2.5038431304876867,14.781295833333337,1.3614131640321736,85.27,,,
738,2019-09-09,-0.20194729222354976,21.40342077038616,1.0764477974814968,13.544956249999998,1.2352322142449461,100.71041666666667,,,-27.5336302090527
739,2019-09-10,0.1431108241162686,37.46786968279218,1.225285299530423,13.197739583333332,1.0081879006784573,148.49583333333334,,,-27.2792177948171
740,2019-09-11,-1.1776651808655603,52.84747661342593,3.437815757080426,14.061406250000003,1.0756105210087623,161.90958333333333,-122.287675497837,-17.0042848615658,
741,2019-09-12,0.5941310243223431,59.18082231369047,6.588052358943746,14.929731249999996,1.6066131899797413,151.13422222222223,-101.105665873428,,-27.1880705129459
742,2019-09-13,0.08710059117412812,59.08807791316351,5.923829436772558,16.201516666666667,1.7986695124390424,170.83911111111112,,,-26.7993532836858
743,2019-09-14,-1.3247177823028562,59.626168756944445,4.8474839698998755,15.692564583333336,1.452197966177472,109.73000000000002,-85.9250605768488,,-27.3374457240511
744,2019-09-15,1.5932843869363795,15.179472560866003,3.2077022239445783,14.05403333333333,1.4201094506120977,27.494680851063833,,,-26.7829564213509
745,2019-09-16,1.2054973449287754,23.555840549861646,1.560646796285175,11.886897916666669,1.095027222072834,106.40541666666667,,,-27.3507260623531
746,2019-09-17,3.2903124854341033,7.257633480550408,0.6173597830953498,10.529650000000002,1.6115459939048387,32.33166666666668,,,-26.6052055858596
747,2019-09-18,2.386078069647313,30.37775852731336,1.1460117507326386,11.879708333333333,1.1677454844894417,96.68020833333331,,,-26.6804445500019
748,2019-09-19,-1.300600501627132,46.176743850882765,2.425233213791464,11.41232291666667,1.2429600298801624,104.54854166666668,-116.334049425464,-17.1312445885736,-27.1202404160501
749,2019-09-20,-0.4296788880281097,44.5505839871891,3.273015763657691,13.652566666666667,1.8382134289312884,124.53937499999999,,,-27.2824581353832
750,2019-09-21,0.633049402870092,55.78815596900705,3.936209367559894,13.362604166666666,1.607822361756485,140.3395652173913,,,-26.9900653968567
751,2019-09-22,-1.040902954687602,10.976906525648147,2.109884605276146,12.88026875,1.4132675096994551,7.58586956521738,-128.301537164761,,-26.9643106669696
752,2019-09-23,-0.8978987423996565,34.953288026283175,3.014846083452405,13.051941666666666,1.8316023537519899,70.96104166666667,-163.388951713175,-18.2373504409412,-26.7278625016364
753,2019-09-24,-0.15438836894524818,44.76286444085708,3.4795962847411768,13.858645833333332,1.5995799092937217,102.56041666666668,,,-26.9989648549012
754,2019-09-25,-0.4132735656833992,41.25814832370202,4.9762453453616144,13.243404166666666,1.187021485684461,127.16999999999999,,,-26.6303344718939
755,2019-09-26,-2.75348901017599,34.453896564452286,3.919931850889626,14.162343750000003,1.8600754164452695,81.09933333333333,,,-27.2037768065937
756,2019-09-27,-0.5274146715925193,29.89522199497377,3.0693572697559794,11.577768750000002,1.6862860218884015,56.1409090909091,-103.748801781836,,-26.8686311948322
757,2019-09-28,0.12621968375700165,32.471431738031626,1.4799230866322364,6.720929166666667,1.291314315327268,108.96291666666667,,,-27.6415890425765
758,2019-09-29,2.14729553229368,12.745979150738554,0.6475500405057262,4.317697916666665,1.432725902000828,31.031458333333337,,,-27.3820308485934
759,2019-09-30,-1.9730569559682183,33.18059349377671,1.5252946535512653,4.4408166666666675,1.4431142174005716,73.56645833333333,,,-27.2440612956404
